monthly_income,house_rent,emi,electricity,mobile,internet,card,others_bill,taxes,groceries,health,pub_tran,pri_tran,others
299227,560,51715,4022,973,924,42229,1338,59845.4,12412,4104,1771,3772,4097
228118,56565,7466,3383,267,427,12862,1653,45623.6,9837,4704,119,1033,6929
329516,1312,17637,2472,851,114,45292,359,65903.2,2396,11224,137,449,6122
133786,18205,3209,3006,903,493,11594,1257,16054.32,13929,14181,327,663,9493
447280,125882,36317,5496,954,61,59856,933,89456,19127,607,877,2977,4918
17813,0,614,5113,318,786,1252,1066,1068.78,11645,4006,739,2481,9134
41598,5646,3078,3607,661,826,3941,1251,2495.88,4017,7994,594,3402,6175
267951,21329,27299,3942,379,496,12414,1921,53590.2,12859,7109,539,3699,8176
103106,5374,3490,3117,709,635,8849,645,12372.72,16027,507,1732,3588,228
299226,68187,3543,4801,299,79,42824,1356,59845.2,14975,4358,1111,4506,777
301385,75542,51052,5662,357,658,21617,668,60277,12145,10500,1396,2054,370
237286,35645,28947,1784,210,484,5792,1515,47457.2,18745,12994,633,3172,101
447785,87502,22064,576,992,21,32723,205,89557,2399,12743,1414,4595,3242
21745,3270,1712,5888,266,594,2486,1949,1304.7,5654,8468,339,229,6662
298173,87310,14425,1548,388,323,43415,88,59634.6,10986,12417,1537,1792,6388
154097,4083,11811,1424,197,516,14924,935,18491.64,18946,14398,824,656,4684
242732,33513,17578,3201,597,260,19227,1122,48546.4,9802,4246,1770,273,8086
395539,8749,72317,1957,906,920,40557,1060,79107.8,4064,12577,1289,3632,2762
155360,30783,21290,2053,617,791,12003,373,18643.2,10411,8167,81,921,7138
99186,27877,17762,4902,442,128,12234,1414,5951.16,12691,564,865,1347,2183
409756,82861,81099,3958,574,625,19622,1457,81951.2,4016,10218,397,3716,4566
369912,53175,25888,3702,666,283,38052,1509,73982.4,2625,14807,713,1597,9315
223030,62709,27491,4632,761,46,2689,1937,44606,11856,13136,357,72,8969
209950,17323,47565,1051,354,852,11525,391,41990,17464,9690,799,2265,8587
51846,1610,749,464,329,187,6707,710,3110.76,5341,2159,180,3661,478
348076,88220,21676,1992,678,18,36100,993,69615.2,18447,4335,1538,2293,7626
158554,34493,300,2256,239,598,17582,1379,19026.48,12183,14709,1014,2737,9124
295555,58328,37463,4160,649,653,6954,54,59111,17511,14010,559,4008,8345
454191,12213,110478,3075,257,762,31089,1640,90838.2,19280,12084,1159,4589,8196
463761,97367,48990,3589,339,837,63015,943,92752.2,17848,9057,1288,2879,8114
350941,46930,86544,2068,329,991,39818,754,70188.2,9367,12813,202,563,5806
324451,27713,63627,2723,910,881,21645,585,64890.2,18384,3788,783,4644,774
406309,107157,20221,5851,912,991,13057,313,81261.8,6801,9116,1505,4161,1315
480474,32583,114965,4826,169,7,42150,1127,96094.8,18105,12770,1879,4071,7686
294186,79944,72843,3996,508,36,7870,1756,58837.2,8024,11635,286,1115,9638
62930,15160,2161,1082,758,597,1342,15,3775.8,3682,13805,132,1207,8445
258656,68950,29251,4078,883,71,4753,1432,51731.2,2562,3727,1120,3862,2403
447629,115844,46586,1254,805,380,25564,28,89525.8,8992,8605,1117,2246,6897
254459,19510,34157,2292,156,997,121,775,50891.8,18641,2206,1910,4839,3253
234695,12120,8882,1959,471,265,2214,355,46939,8665,8480,93,371,3028
370027,99847,53884,440,417,66,52143,1402,74005.4,14477,1806,1742,2359,7158
305900,5295,52620,1019,576,652,41793,694,61180,9006,6165,1318,3447,578
63268,14963,10040,1950,445,806,2069,563,3796.08,16983,4679,1039,419,8294
442430,77116,71677,3873,662,63,54547,510,88486,6093,1392,473,896,1293
222943,27328,45878,3774,719,29,10076,346,44588.6,14792,13313,959,3331,2042
268916,21605,5969,1315,536,899,12248,844,53783.2,18761,14436,1483,2146,4440
431818,110901,13162,4683,413,556,1962,921,86363.6,15517,4730,210,4254,7140
194403,44813,9131,642,239,645,20407,1641,23328.36,19232,8077,558,1020,2020
58901,13603,13970,3483,637,15,8599,1526,3534.06,2779,2855,442,426,2254
372130,108241,5037,3001,736,277,29153,24,74426,5411,518,98,3306,9711
204488,47598,22378,1275,410,730,6442,91,40897.6,2865,14554,19,394,3479
173268,6722,14693,2883,637,276,22804,328,20792.16,5639,3365,20,1055,4345
400530,40969,92162,3420,943,220,47919,1912,80106,17920,7737,1204,3438,2357
277770,36912,59090,2123,490,192,18753,1561,55554,9091,5372,1508,3845,7809
148496,38374,2451,4726,478,669,18703,971,17819.52,2538,5160,1870,2651,1660
285001,72302,65560,4760,550,23,40724,601,57000.2,6029,11436,693,881,3417
251531,62784,5962,310,506,831,5555,1710,50306.2,11297,10868,560,282,6290
256693,49882,35324,4904,904,140,1892,341,51338.6,11957,1746,1423,1099,676
423198,15928,96951,2927,648,733,39175,896,84639.6,16803,11327,1295,3084,6624
480177,21274,89552,1768,983,25,46541,1471,96035.4,15468,12592,1046,350,8287
405196,34416,16444,1413,584,97,15213,395,81039.2,16275,7889,107,546,4310
189362,20612,40443,921,268,275,14774,1943,22723.44,8222,5028,835,4061,2762
36431,2130,122,1200,196,572,3838,541,2185.86,9707,12829,604,803,6292
357120,29047,38384,4047,317,891,23893,525,71424,13455,14555,1700,660,7006
248360,43356,43062,4364,497,242,1489,1525,49672,9143,13343,23,3183,3385
354855,37134,24248,1771,653,901,29753,1430,70971,13876,1187,1852,2358,3106
36385,1506,4089,3403,688,938,2052,1153,2183.1,9214,12742,775,3226,3379
441374,51310,68008,626,445,432,36777,1154,88274.8,19280,13129,1771,1419,8990
426235,117604,60309,373,662,8,15982,1541,85247,8488,8815,452,1225,1868
290783,80758,43237,550,323,895,26476,1746,58156.6,5595,7614,1642,2585,4329
95530,12363,7450,2797,544,868,1821,1172,5731.8,10594,6489,1564,4060,7378
240983,44563,35732,5301,828,932,27486,1299,48196.6,4301,5401,114,1196,8329
293707,30628,8104,2702,679,271,12552,1684,58741.4,15326,10953,393,3973,559
442557,69672,83230,4928,752,771,42846,1575,88511.4,5048,6134,951,1543,3557
387816,46246,90266,595,452,31,11058,1219,77563.2,4584,13944,1905,3276,2884
408992,11161,34980,597,351,851,8888,408,81798.4,6258,574,619,1704,6398
439660,89110,74990,5747,682,604,50921,882,87932,12302,13247,1608,1422,5486
472132,2810,39560,601,305,478,19225,1659,94426.4,18626,13406,1685,2642,1099
411927,59860,9554,4907,163,127,43209,70,82385.4,4350,8438,777,4169,748
215390,11663,25513,884,169,748,24325,1222,43078,11331,699,595,795,5593
355114,71688,45987,3924,905,16,44084,544,71022.8,12559,6850,1427,484,6958
253373,65548,30985,5513,606,552,35132,818,50674.6,19429,7958,1842,3224,8362
357697,62363,48167,1934,322,472,28320,601,71539.4,15775,5443,1626,3406,2076
171779,11162,40428,5305,594,300,5363,1488,20613.48,11678,2592,1012,4770,4597
180182,22322,1702,352,271,783,16300,1991,21621.84,11156,4724,1125,3919,540
202860,7999,49542,5915,646,787,1117,1113,40572,4665,13276,265,1060,6907
92879,7219,17038,2576,333,41,7447,884,5572.74,16321,5750,82,4762,4570
442043,70864,22219,2987,969,777,60507,846,88408.6,15129,5351,936,2820,8398
248260,3621,4271,3144,729,51,17196,1811,49652,13599,2233,1757,4026,1507
408871,118371,27397,5186,954,187,32805,786,81774.2,8526,5082,1743,2753,347
317003,89792,74491,5923,999,943,2460,1734,63400.6,7245,9561,1319,1895,1470
456841,66188,29602,4890,820,150,53490,951,91368.2,17075,4063,1995,4976,907
324242,54951,54471,5248,198,243,47054,1591,64848.4,3394,3190,245,756,6040
156323,16182,31545,3018,330,800,20103,1772,18758.76,16744,11057,1284,1662,5255
132413,36558,23116,4235,956,490,9046,0,15889.56,11020,9508,810,3067,7796
272670,15659,6674,5490,543,126,10440,1190,54534,4896,8637,1010,3578,9983
340904,34413,17469,962,542,716,35122,548,68180.8,14737,3612,1730,2933,2423
57837,10435,5446,307,497,408,4042,1809,3470.22,14814,10076,1175,1503,6640
270550,53911,20760,3983,625,817,15329,967,54110,2375,503,1397,827,8543
283680,28067,1963,3387,290,868,33461,590,56736,16300,2224,1369,3519,6532
38541,5874,5177,5061,679,611,547,1265,2312.46,5990,649,670,1567,1170
89083,3688,11160,968,801,343,5976,133,5344.98,16861,9332,1518,2447,3146
454243,1379,102876,3464,733,965,52449,1275,90848.6,12283,11592,1850,3948,5399
44531,4243,7543,1585,620,590,3986,868,2671.86,17813,733,1141,1238,3237
280856,27624,39278,3920,903,694,4368,1045,56171.2,11077,11007,627,2169,966
376245,91500,29607,460,922,97,3023,1802,75249,8259,2671,706,3908,7727
337599,88427,17221,2698,412,67,8975,729,67519.8,5706,6381,1982,2374,1922
84744,16330,3323,3545,292,845,9401,1095,5084.64,2994,2778,1397,673,2251
262859,57745,52105,5332,856,899,9522,520,52571.8,4489,8282,128,2289,4569
139749,38379,10615,317,295,27,9953,908,16769.88,4661,12169,1226,969,8935
277253,12516,66968,2833,443,28,39428,1922,55450.6,17363,2852,1860,631,9986
321412,79422,23238,4746,687,849,14176,1986,64282.4,17344,10297,198,1621,5492
241809,24843,40423,2875,658,633,21433,1670,48361.8,5515,5177,766,4372,4261
326759,5912,63830,5267,571,211,18605,1730,65351.8,7010,10654,928,2962,796
92503,21514,8431,5854,720,687,2742,1994,5550.18,7515,3958,1100,4009,9447
264346,57032,8330,2617,713,616,1096,1837,52869.2,9920,4097,1470,3884,2992
432975,28797,44153,3218,566,479,24575,1593,86595,7076,1152,1449,1368,8698
95708,6449,8611,5487,810,71,13456,795,5742.48,18612,14791,1694,4778,7413
201184,1725,13872,1353,256,490,21387,500,40236.8,13403,14017,507,3922,5849
112471,15870,16687,615,467,109,13975,1822,13496.52,14102,12229,1075,373,2890
264225,9304,34930,5132,208,112,18487,1331,52845,8585,13943,177,1502,4453
167661,7522,6486,2511,407,396,19126,250,20119.32,16910,9890,1804,1217,6681
171087,13663,36870,619,942,231,4729,904,20530.44,3294,13044,1472,1131,8937
170081,4784,23258,5433,574,42,15229,1626,20409.72,19932,6558,1136,1667,8806
355453,75008,48716,4827,680,264,37067,1227,71090.6,18900,11683,1259,755,4219
398590,115920,66704,3015,315,807,20046,7,79718,15231,3775,1910,3182,9499
203118,28952,415,933,174,45,8207,107,40623.6,17903,11491,1189,1919,6527
378805,75591,76441,2005,153,569,49277,1768,75761,16516,14851,1574,1329,923
167215,29508,5243,5432,152,224,15125,1877,20065.8,13247,13260,1888,342,8651
16154,0,149,5120,567,951,1901,1809,969.24,16868,1113,297,3374,2751
162876,25192,27020,972,511,651,15787,1655,19545.12,5009,3237,379,16,5522
444904,119304,88444,2579,518,100,54826,816,88980.8,10163,4255,1634,3925,9299
74288,4725,5899,3847,688,280,4174,522,4457.28,7557,12396,166,2615,8805
61195,14769,838,770,495,237,8980,1396,3671.7,10416,3479,1577,1723,3758
292725,57632,9888,3531,880,600,21882,385,58545,4250,13476,361,3254,6995
455864,73741,45299,2907,193,245,39175,1948,91172.8,17400,5285,840,4358,3119
302231,16365,58765,3632,873,911,35120,182,60446.2,13173,8160,1477,4376,7958
191002,256,15935,2920,713,690,9703,1332,22920.24,10327,3693,503,498,8657
174053,50873,7466,4997,302,891,6883,921,20886.36,15795,14020,1640,1372,3038
79298,15704,15095,1682,351,975,4220,1202,4757.88,7152,2222,758,3374,2436
318311,50575,76729,5934,470,742,28293,1741,63662.2,11244,5960,456,4268,9543
216376,29902,1320,4675,613,98,24656,1014,43275.2,8588,5487,858,2460,4650
446624,119641,46032,1485,160,726,42604,1627,89324.8,19777,1150,1321,2530,8731
49499,2990,12227,2210,729,199,174,1250,2969.94,18310,9254,924,2182,1609
397960,1195,17907,1215,376,255,58019,1541,79592,2370,13678,707,158,6893
455485,53517,38002,1917,782,436,41307,1891,91097,11113,10022,1688,620,2579
179631,34012,44838,5777,482,493,10104,1035,21555.72,9657,10434,1807,241,1603
255198,11415,38912,1983,618,435,25966,1273,51039.6,19660,4264,184,3259,4973
477535,21686,552,2725,164,706,50710,1441,95507,8629,8979,417,3255,1986
252997,28743,20140,725,206,891,17822,1400,50599.4,12678,9662,714,2653,5662
498533,32161,85591,2087,479,23,2925,197,99706.6,10793,11870,776,2236,3249
106347,28545,16865,2884,213,362,6986,1662,12761.64,12257,9074,1698,3659,5587
320931,2402,48737,4948,379,981,31293,1471,64186.2,18592,11844,794,4543,3114
307632,63190,33367,468,160,269,4819,36,61526.4,16862,1527,1958,265,2904
346585,52551,80634,814,782,789,5371,892,69317,16570,11683,940,1433,8751
215735,13275,24061,3735,373,737,4703,420,43147,5206,13992,122,1092,7891
32431,909,6478,4825,886,227,3792,1031,1945.86,2210,8685,1260,4694,4840
333825,65908,80336,2916,786,127,23096,164,66765,13815,9249,1467,3400,6260
204555,22620,42124,2677,809,542,22761,119,40911,18656,11231,603,2301,3050
132720,34112,25579,990,889,852,16741,743,15926.4,8287,4549,1450,2852,2843
59153,8515,1982,3504,691,762,3397,1760,3549.18,11918,11187,60,925,3550
278512,2431,35765,2804,655,57,9280,371,55702.4,5579,10883,1732,3585,2680
430640,86590,82606,652,671,324,292,232,86128,12973,1112,911,2243,1736
384504,62175,54681,1417,203,658,5443,1453,76900.8,9501,8372,91,1885,7416
186076,51936,34527,1705,847,105,9182,286,22329.12,10693,9580,897,4745,3301
487085,32624,63474,4239,868,436,44362,737,97417,5825,10710,233,3614,9933
229724,61264,39791,5714,916,84,2576,1418,45944.8,12065,8073,969,3589,3408
384899,113766,29513,4474,306,1,39046,1443,76979.8,19493,11433,530,3785,9815
66985,1695,13892,977,790,436,819,451,4019.1,5064,10203,1855,897,1480
322213,49932,23618,850,719,450,44450,656,64442.6,5151,9061,1017,3575,4241
324470,44225,51632,1119,554,814,20609,1785,64894,16128,9303,787,1416,5384
118737,1403,15409,513,548,882,6712,1295,14248.44,10143,9971,825,4688,9464
222133,38636,9529,1966,856,564,14857,1309,44426.6,15465,1922,1019,1871,9740
164470,10839,24154,5064,552,440,21072,1062,19736.4,16634,7499,1979,2383,5217
239465,65546,32882,5384,737,221,27565,1579,47893,19733,4454,1765,3642,2435
60861,6330,12149,1193,238,993,1924,1520,3651.66,15042,5616,826,4827,8746
348041,47829,82488,4554,742,24,5751,964,69608.2,10200,10946,1653,4748,5854
222977,9230,15701,4376,335,34,29285,1511,44595.4,5499,10003,1391,261,3546
137118,40232,9745,4205,987,668,5614,371,16454.16,11305,8777,1260,1470,5144
340721,101307,68225,3086,929,971,37402,548,68144.2,13683,5839,1714,1210,4311
206713,29256,2988,2548,228,342,20740,1002,41342.6,15314,13589,1314,4838,9291
19078,0,3151,321,294,987,2656,1433,1144.68,17285,5938,1384,3673,5972
428219,97919,48426,3613,790,365,59028,1279,85643.8,6587,5359,1161,941,7835
334912,39963,52167,1561,163,656,17634,475,66982.4,9874,6960,623,2293,712
61047,13662,9013,1472,780,335,227,210,3662.82,9161,6661,241,4752,1091
343770,13739,39113,5180,151,432,36666,404,68754,19060,9985,291,4478,4164
329804,63294,3574,5998,665,951,15096,603,65960.8,4772,1550,436,4005,4976
245458,48356,32480,2354,905,456,26881,1554,49091.6,16244,11879,1911,1757,6668
453002,1789,7838,5652,215,898,32720,611,90600.4,3383,12348,759,2624,9300
405141,19420,93899,2192,395,789,58603,1418,81028.2,12434,7966,1077,3432,7825
225048,37606,31368,3115,751,478,6567,1682,45009.6,2498,373,527,847,1160
246293,38640,32228,4974,579,397,3460,580,49258.6,8711,8750,49,3288,7001
127832,37067,17992,5496,839,898,2514,1153,15339.84,11832,10081,793,4719,745
402550,58420,49711,4884,721,805,37052,24,80510,3854,9201,798,1005,8491
135150,17357,28639,5321,381,342,5504,626,16218,18087,1142,188,2809,4634
167087,39851,14823,2087,585,788,22446,1113,20050.44,3069,4729,937,1110,5288
43320,5494,7126,2290,502,690,3169,1821,2599.2,11787,628,1536,289,5469
337025,76853,38333,4617,837,279,17048,1296,67405,14019,12043,681,911,1439
100827,25875,4435,2760,828,351,5337,340,12099.24,10538,2144,1200,1380,4677
374359,21534,38418,2931,532,812,47817,211,74871.8,8589,2555,218,1647,1751
429505,91270,57955,2568,859,196,50335,913,85901,12414,14169,658,4036,5672
269931,32872,59507,2476,209,224,29100,1646,53986.2,19212,9806,719,3824,1177
406605,105737,51033,5662,619,939,14911,1999,81321,16134,4573,1279,4009,1635
428899,7689,86089,5591,560,46,39507,1371,85779.8,9464,3428,824,1291,676
416845,69103,72972,5922,232,184,2632,587,83369,11667,8095,357,3012,8419
333694,86268,47219,5899,223,914,48699,295,66738.8,11636,10813,647,1622,7361
34826,4390,1709,1176,460,161,3065,1413,2089.56,4698,4463,189,4679,6428
110734,23195,24244,3792,603,642,1889,1111,13288.08,5906,5755,1871,4074,1897
167702,37412,1692,4558,175,294,13278,1009,20124.24,19007,6713,1483,1762,1255
239834,47734,15523,1254,575,91,27694,426,47966.8,18541,11267,1032,3199,3315
187235,44098,32326,4419,526,586,12510,965,22468.2,7821,11632,879,2127,264
108511,22257,14322,4588,392,955,959,912,13021.32,14246,4243,774,4179,7070
469651,22228,42205,1177,984,649,15406,1193,93930.2,14096,7879,1703,1437,1492
283797,77924,125,4785,777,167,34775,1170,56759.4,14296,6722,1011,3889,3170
169033,11319,1199,2844,472,257,721,1902,20283.96,4636,10516,1508,2550,3676
91941,6475,6092,5359,329,749,7700,1263,5516.46,12231,768,1212,2570,8849
215209,31555,16375,2476,923,556,23902,54,43041.8,13052,8229,1046,356,5043
305806,83694,2711,2900,775,998,14654,1627,61161.2,6190,6442,296,160,7325
108818,14728,9182,3407,415,922,1254,764,13058.16,11492,2410,327,3066,8586
459662,29545,93177,3828,699,308,67881,1692,91932.4,7068,8225,1686,1922,8472
162360,31100,29530,2708,529,648,20924,880,19483.2,6212,5594,979,1520,6809
263627,61756,40950,5160,226,614,32872,1973,52725.4,19863,11356,1775,3315,9944
105081,3239,5502,2273,763,128,1661,1990,12609.72,3442,7324,10,563,3721
46877,5931,5760,4248,673,672,4978,1786,2812.62,5989,14932,1024,3260,588
383706,36821,84418,1538,963,549,5418,1799,76741.2,6902,11228,1200,3991,7839
418529,30615,2565,2634,198,568,17475,1543,83705.8,14086,543,811,9,8860
221957,13746,23373,1067,403,160,27296,836,44391.4,17805,11443,1348,681,1698
82715,20921,10789,2716,529,175,5739,1322,4962.9,2550,11519,1165,526,8755
151398,22745,5024,5888,398,770,6960,1633,18167.76,12643,13030,518,676,5235
120091,1245,24691,5294,221,287,15955,561,14410.92,12343,13541,1146,192,5755
142632,24853,33799,3845,596,972,1571,724,17115.84,12382,2783,443,4922,907
351292,27632,66777,5480,655,404,35783,3,70258.4,15204,6951,1559,3127,4271
93186,12856,1742,2609,858,835,7006,363,5591.16,12785,11621,742,487,6130
429961,56893,104013,5183,402,656,19830,1315,85992.2,16194,3392,899,285,6406
172962,5105,22383,4506,448,937,17813,1412,20755.44,19207,353,1262,1267,2758
161094,35690,11830,4536,883,579,15593,752,19331.28,3106,11309,154,834,8276
395773,68049,28975,1044,209,339,13819,1022,79154.6,18180,7449,957,1299,6894
455795,58182,53242,2882,506,267,16625,1494,91159,18109,11824,1030,1122,1603
80316,2801,13778,4474,306,217,7086,1554,4818.96,13961,11320,437,3581,6316
487063,55654,92087,1817,491,812,40106,425,97412.6,18745,10307,1495,3211,5775
38380,6038,8160,2856,351,163,2888,1901,2302.8,11955,12819,1480,2156,6750
120198,32031,23267,5366,928,847,6887,398,14423.76,14419,7644,1472,2290,3152
274500,55381,4897,4461,184,690,37903,953,54900,4957,10846,1761,1064,7836
80326,15082,163,5929,916,390,7450,1805,4819.56,9086,4421,615,3791,6376
364591,14648,52540,4283,684,416,33068,303,72918.2,16944,5603,862,2098,5657
124994,364,17379,1694,605,47,12452,839,14999.28,17124,8003,614,1376,5065
230971,34568,47759,586,314,193,5377,1736,46194.2,11612,11032,1878,2127,4686
292193,79646,30030,3547,177,800,38475,103,58438.6,8337,2070,962,346,8862
478933,7436,55313,4518,521,717,35168,1354,95786.6,2463,8158,102,1758,9639
377505,86713,29870,2902,463,83,19542,363,75501,19762,10882,659,1338,3196
288226,26754,29482,5399,714,612,34317,1389,57645.2,15484,3452,1209,4695,257
272805,60194,31058,303,433,666,14256,1105,54561,9507,6140,687,4991,692
178484,24544,26871,711,447,46,7965,1854,21418.08,12432,12649,1945,2696,9934
275064,60180,64930,4645,624,233,6902,566,55012.8,14281,3747,417,4067,54
494410,63295,50500,4027,746,852,72545,799,98882,7549,4107,1951,453,8343
255378,12638,63793,5906,498,961,19464,1771,51075.6,12626,9776,1376,1309,6811
463531,69409,26379,2217,785,298,3534,675,92706.2,15288,11987,295,89,1797
351705,83106,67787,1656,594,847,11799,1900,70341,9635,12617,516,1319,2471
281090,17157,23674,457,356,146,7791,1108,56218,16099,10720,521,1542,6607
235314,45565,57170,1900,566,195,9512,1242,47062.8,3795,10271,1507,2503,3830
448716,65888,6590,3184,588,905,21720,367,89743.2,17886,7206,1245,3002,1654
245612,56095,31432,3789,314,21,14563,1897,49122.4,14088,8004,1608,1162,4289
288453,64947,40426,5859,708,971,19220,724,57690.6,17788,1675,685,1923,2300
65230,5344,432,5373,569,193,6313,714,3913.8,19178,4201,1567,1788,7415
383966,4507,87663,2682,520,385,18501,824,76793.2,5067,9549,1980,4769,9866
433243,103134,38015,5657,817,363,42094,1835,86648.6,13479,4134,1620,444,833
475757,43988,73251,452,415,865,60504,1265,95151.4,14543,5190,1961,2480,9352
384484,98421,69353,1929,428,273,28673,1185,76896.8,15390,4985,1905,4140,5330
69321,16865,4600,3096,631,383,2717,1202,4159.26,12629,4063,504,3892,4336
142028,37055,24690,3181,666,207,14605,1988,17043.36,17889,2720,1305,1994,2234
241447,27213,58783,4102,231,274,8381,91,48289.4,17664,4300,1942,2750,3478
346275,55954,33762,3105,268,728,10961,1523,69255,19108,7933,1416,4428,9191
451124,57450,37499,4380,923,925,14349,1673,90224.8,16231,10237,1476,1356,5642
481555,135549,87988,3770,786,495,17871,1529,96311,19616,977,54,4063,1743
298107,62222,7670,1355,452,901,25143,623,59621.4,13274,14617,647,4294,1564
111757,6533,21151,2879,364,538,3504,1931,13410.84,2539,8612,1003,3455,6134
442659,12755,17341,4448,177,526,2622,168,88531.8,8999,11282,627,510,6246
371403,865,73823,3065,930,158,38287,386,74280.6,2108,11192,1079,4223,7686
311207,11173,17015,1628,647,939,29477,1344,62241.4,4071,10021,950,1065,2213
386369,58905,65126,4344,686,725,913,100,77273.8,11888,13362,754,2560,3
388544,38097,55197,2692,668,459,13055,1319,77708.8,13229,14604,1773,2631,3637
352962,33371,49849,3453,343,393,37997,1008,70592.4,4419,1741,810,3598,4347
276847,11254,15852,300,741,916,21585,192,55369.4,3188,14229,1866,2884,7415
206200,4018,46258,466,591,942,27309,1484,41240,8540,5847,55,2453,471
82099,5192,5562,3554,983,438,10864,869,4925.94,17983,7939,163,3475,7069
429065,2015,62355,5360,185,378,21781,718,85813,9594,12629,1937,505,2313
172932,42618,41508,2185,407,862,12597,1990,20751.84,9240,13288,1822,3884,9451
41585,3380,2248,4668,262,163,541,1309,2495.1,5694,10943,488,3160,5747
425231,28343,71728,1199,443,638,37630,1239,85046.2,13788,13868,7,3663,5672
480755,69306,27410,2548,863,329,31983,1479,96151,18454,9356,611,3674,1207
53585,5829,9895,3563,163,569,1206,962,3215.1,10683,6255,146,574,5893
299102,34381,71942,3712,816,146,24759,974,59820.4,18857,11669,1429,3979,1789
298161,81081,33924,3877,746,982,24105,227,59632.2,14273,14575,65,4311,3169
479923,18263,112622,2487,289,959,61353,360,95984.6,18162,12066,138,2537,5014
396821,103676,70831,1519,520,767,59325,42,79364.2,14311,6843,194,2912,3413
448566,58418,12264,3432,576,109,55761,180,89713.2,10660,7050,288,3882,795
415417,90898,28038,659,246,393,21118,510,83083.4,19844,11511,457,1733,7058
301570,148,9136,2339,846,560,13748,461,60314,8525,9385,820,4785,7737
289922,1754,13213,4237,637,181,21073,1882,57984.4,19823,3720,428,4981,7868
186313,26745,12072,3454,491,572,9448,285,22357.56,3028,10949,194,589,1703
52229,7378,10242,633,641,442,5940,1320,3133.74,16725,6588,1658,3976,2644
96652,13591,3285,1030,649,986,10943,1579,5799.12,2722,8653,294,2865,3040
400411,55833,27431,1797,581,746,20480,1060,80082.2,17849,10383,1784,3167,4482
259474,20140,42290,1717,338,753,31081,1908,51894.8,11929,11781,1444,2492,903
189436,9371,2003,4063,231,129,21198,1784,22732.32,12816,4838,609,4126,1446
398647,60653,85535,2043,961,842,36548,1925,79729.4,8690,12237,49,4656,3497
270116,61521,42747,5996,329,775,8474,1106,54023.2,10151,3622,1819,682,5339
357022,78315,75974,5799,564,402,52752,1915,71404.4,8699,2281,1293,2348,5403
329200,31075,79763,4416,254,504,16255,932,65840,11478,687,819,2259,9116
430706,30697,69208,2273,530,719,30888,256,86141.2,16997,10172,377,1225,2835
29975,5392,6252,1178,871,963,1209,1240,1798.5,3888,3620,1627,4741,5197
167795,9795,7458,4572,478,653,22649,521,20135.4,10593,14346,1565,1240,4132
426495,64555,84075,5782,398,21,440,749,85299,10544,7813,157,3889,3433
219373,52204,3479,3184,221,16,32421,1049,43874.6,19056,6813,120,453,3601
414777,103996,14887,3307,822,874,49625,1274,82955.4,13076,6637,666,2683,1220
207133,4218,51,2895,282,830,7289,1238,41426.6,18648,10650,577,1168,4856
360541,64860,67695,2597,389,633,51009,656,72108.2,3065,11598,100,4438,3383
190225,37571,4390,960,227,281,19163,319,22827,15510,12039,1356,703,6081
305286,51529,28491,3444,719,226,5036,733,61057.2,13646,13374,1318,2658,1812
299060,11672,16080,3462,610,419,31657,410,59812,18590,5183,1449,631,2319
74324,21470,2112,5595,274,372,4342,458,4459.44,7862,12866,795,1948,675
186037,31042,45520,4521,160,300,26517,1347,22324.44,8215,1982,1107,3334,98
398076,35950,47361,4285,617,285,12475,1553,79615.2,10599,10772,830,382,5203
145720,11009,22149,1569,556,115,11547,338,17486.4,11851,7755,870,516,97
176205,47096,15339,5006,176,148,25132,227,21144.6,4756,476,54,2437,9747
453893,29381,94841,1594,356,403,38011,1259,90778.6,10470,10091,241,2019,1260
106059,29465,1354,1309,371,681,7033,365,12727.08,17798,8889,145,2730,370
497804,64610,71156,2391,461,89,44437,433,99560.8,3889,13902,1697,954,1174
108317,2586,3754,2057,531,118,13648,857,12998.04,10242,14612,696,1896,4088
211207,2648,16593,2264,911,695,5054,448,42241.4,17921,10858,367,3260,6790
307190,40081,16167,4943,464,907,42786,506,61438,10515,11128,1196,1169,7218
450280,87228,88091,1491,357,775,59542,1299,90056,14252,13096,1616,2189,4780
111459,7407,237,1353,770,738,6415,1656,13375.08,12614,11840,1957,1940,4547
247697,52726,41295,3141,445,92,34662,61,49539.4,15161,11602,918,2982,1071
210422,22211,40843,2704,551,628,5459,1354,42084.4,3804,5562,1054,4001,3454
318037,29480,50728,3862,584,446,26328,186,63607.4,9845,8238,1416,1182,3150
111520,24846,8691,4004,722,311,3518,1560,13382.4,19828,4128,802,80,9546
397962,42503,9756,2122,271,902,38449,891,79592.4,17273,10933,1432,1158,6468
71272,13425,3540,1571,900,317,5076,1528,4276.32,14663,4654,678,1094,3263
233224,61358,9327,2019,255,120,29396,850,46644.8,12348,12738,1949,3712,1770
339793,80857,28520,552,940,316,49797,607,67958.6,3778,3039,260,2389,945
336818,78182,43308,3068,185,137,14399,1344,67363.6,4538,477,667,3158,9575
154832,22117,28900,1859,699,742,13704,1216,18579.84,9803,4466,1652,91,2952
162999,4893,16533,1036,221,817,1698,253,19559.88,13486,13690,1542,190,8235
358619,9476,44488,5295,717,659,19954,578,71723.8,12788,1719,1897,1255,9951
71367,17270,1624,2228,316,283,3426,313,4282.02,7336,7032,1269,3629,2264
239027,55006,40429,5713,370,653,11416,1005,47805.4,17972,11841,887,4664,1727
415804,87238,51726,2490,225,843,45384,1575,83160.8,13860,10933,1449,2220,5073
